         494973 function calls (486978 primitive calls) in 1.116 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:144(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:169(__init__)
        4    0.000    0.000    0.000    0.000 _datasource.py:173(_load)
        4    0.000    0.000    0.000    0.000 _datasource.py:206(keys)
        1    0.000    0.000    0.035    0.035 _datasource.py:231(open)
        1    0.000    0.000    0.000    0.000 _datasource.py:272(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:322(__init__)
        2    0.000    0.000    0.000    0.000 _datasource.py:337(_iszip)
        2    0.000    0.000    0.000    0.000 _datasource.py:367(_possible_names)
       12    0.000    0.000    0.000    0.000 _datasource.py:376(_isurl)
        1    0.000    0.000    0.035    0.035 _datasource.py:427(_findfile)
       11    0.000    0.000    0.001    0.000 _datasource.py:458(abspath)
       22    0.000    0.000    0.000    0.000 _datasource.py:503(_sanitize_relative_path)
       10    0.000    0.000    0.035    0.003 _datasource.py:517(exists)
        1    0.000    0.000    0.035    0.035 _datasource.py:577(open)
        1    0.000    0.000    0.000    0.000 _datasource.py:626(Repository)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        1    0.000    0.000    0.005    0.005 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:120(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:74(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:14(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:20(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:21(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:37(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:38(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:4(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:5(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__call__)
        1    0.000    0.000    0.000    0.000 _files.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:32(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:46(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 _hatches.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       40    0.000    0.000    0.001    0.000 _inspect.py:142(formatargspec)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
      618    0.001    0.000    0.001    0.000 _inspect.py:15(ismethod)
      618    0.000    0.000    0.001    0.000 _inspect.py:28(isfunction)
      614    0.000    0.000    0.001    0.000 _inspect.py:43(iscode)
      614    0.004    0.000    0.004    0.000 _inspect.py:67(getargs)
      618    0.002    0.000    0.008    0.000 _inspect.py:98(getargspec)
        1    0.000    0.000    0.012    0.012 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:206(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:245(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:526(_Stream)
       50    0.000    0.000    0.001    0.000 _internal.py:784(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
       13    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:848(recursive)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:176(LineSplitter)
        2    0.000    0.000    0.000    0.000 _iotools.py:20(_decode_line)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:46(_is_string_like)
        1    0.000    0.000    0.000    0.000 _iotools.py:470(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:478(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:486(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:46(LayoutBox)
        1    0.000    0.000    0.000    0.000 _legend.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _line2d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _markers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
       61    0.000    0.000    0.001    0.000 _methods.py:44(_any)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 _parser.py:1359(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1361(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1366(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1576(UnknownTimezoneWarning)
        1    0.000    0.000    0.012    0.012 _parser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:399(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:573(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:574(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:663(_result)
        1    0.000    0.000    0.001    0.001 _patch.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _path.py:1(<module>)
        1    0.000    0.000    0.017    0.017 _pickle.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _policybase.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:66(destroy_all)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        1    0.000    0.000    0.011    0.011 _quadmesh.py:1(<module>)
        1    0.000    0.000    0.035    0.035 _save.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _save.py:292(_ContentManager)
        1    0.000    0.000    0.000    0.000 _save.py:395(Flavors)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:57(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.186    0.186 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
        1    0.000    0.000    0.000    0.000 _subplots.py:202(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 _subplots.py:217(<genexpr>)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _type_aliases.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:36(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:368(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:375(errstate)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:25(deferred_error)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.008    0.008 _version.py:7(<module>)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
    65/21    0.000    0.000    0.001    0.000 abc.py:100(__subclasscheck__)
      104    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       46    0.000    0.000    0.003    0.000 abc.py:84(__new__)
       12    0.000    0.000    0.000    0.000 abc.py:89(register)
      403    0.000    0.000    0.001    0.000 abc.py:96(__instancecheck__)
        1    0.000    0.000    0.006    0.006 afm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:401(AFM)
        1    0.000    0.000    0.000    0.000 argparse.py:1018(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1041(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1060(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1086(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1088(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:115(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1179(_ExtendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1190(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1245(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1265(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:1577(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1611(_MutuallyExclusiveGroup)
